zeta zeta_e psi t_s omega taus_mean taus_std taus_skewness taus_kurtosis taus_median taus_iqr epsilons_mean epsilons_std epsilons_skewness epsilons_kurtosis epsilons_median epsilons_iqr Ne_s_mean Ne_s_std Ne_s_skewness Ne_s_kurtosis Ne_s_median Ne_s_iqr pop0-[[5_1]] pop0-[[4_2]] pop0-[[3_3]] pop1-[[5_1]] pop1-[[4_2]] pop1-[[3_3]] pop2-[[5_1]] pop2-[[4_2]] pop2-[[3_3]] pop3-[[5_1]] pop3-[[4_2]] pop3-[[3_3]] pop4-[[5_1]] pop4-[[4_2]] pop4-[[3_3]] pop5-[[5_1]] pop5-[[4_2]] pop5-[[3_3]] pop6-[[5_1]] pop6-[[4_2]] pop6-[[3_3]] pop7-[[5_1]] pop7-[[4_2]] pop7-[[3_3]] pop8-[[5_1]] pop8-[[4_2]] pop8-[[3_3]] pop9-[[5_1]] pop9-[[4_2]] pop9-[[3_3]] pop10-[[5_1]] pop10-[[4_2]] pop10-[[3_3]] pop11-[[5_1]] pop11-[[4_2]] pop11-[[3_3]] pop12-[[5_1]] pop12-[[4_2]] pop12-[[3_3]] pop13-[[5_1]] pop13-[[4_2]] pop13-[[3_3]] pop14-[[5_1]] pop14-[[4_2]] pop14-[[3_3]] pop15-[[5_1]] pop15-[[4_2]] pop15-[[3_3]] pop16-[[5_1]] pop16-[[4_2]] pop16-[[3_3]] pop17-[[5_1]] pop17-[[4_2]] pop17-[[3_3]] pop18-[[5_1]] pop18-[[4_2]] pop18-[[3_3]] pop19-[[5_1]] pop19-[[4_2]] pop19-[[3_3]] pop20-[[5_1]] pop20-[[4_2]] pop20-[[3_3]]
0.294 6 1 0.497 0.107 0.706 0.275 0.257 -1.265 0.717 0.406 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 48 23 68 42 20 64 42 18 64 36 18 62 36 16 62 36 16 61 35 15 60 32 15 60 32 14 60 29 14 59 29 14 58 27 13 57 26 12 57 25 11 56 24 10 51 22 9 45 22 9 44 22 9 41 21 8 39 21 7 33 19 7
0.965 20 1 1.061 0.000 1.058 0.015 -4.249 16.050 1.061 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 54 25 82 48 24 81 48 23 80 45 23 77 42 22 75 41 21 73 40 20 72 40 20 72 39 19 71 38 19 71 38 18 71 37 18 70 37 17 70 37 17 67 36 14 66 35 14 64 34 14 64 33 12 64 29 12 61 28 10 56 27 10
0.164 3 1 1.213 0.107 0.871 0.305 -0.561 -0.797 0.899 0.411 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 51 25 75 45 23 74 44 21 68 42 20 68 40 20 66 40 19 66 40 18 65 40 17 65 39 17 65 39 17 63 37 16 63 37 16 62 35 15 62 33 13 56 29 12 56 28 10 56 27 10 53 24 10 50 23 6 49 22 6 44 20 5
0.375 8 1 1.049 0.142 0.826 0.342 -0.391 -1.502 1.049 0.545 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 52 29 74 45 27 72 44 25 72 43 22 71 41 21 70 40 21 70 40 20 69 38 19 69 38 18 68 36 18 68 36 17 67 36 16 67 35 14 64 35 14 62 34 13 61 34 13 57 30 12 57 29 11 50 26 11 49 26 10 46 22 7
0.804 17 1 0.800 0.025 0.794 0.141 0.474 4.638 0.800 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 73 50 26 72 46 26 70 44 21 69 41 20 69 39 20 66 38 19 65 38 17 63 37 17 62 37 17 61 36 17 61 36 16 61 35 16 60 33 16 60 32 15 60 31 14 59 31 14 59 30 13 58 29 12 57 28 12 52 27 11 43 25 7
0.154 3 1 0.473 0.069 0.694 0.219 0.690 -0.406 0.658 0.312 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 72 50 25 70 50 22 69 44 18 68 42 17 67 40 15 67 39 14 66 39 14 63 37 13 62 37 13 61 35 13 59 34 13 57 31 12 56 31 12 54 30 12 53 30 11 52 29 11 49 28 10 48 28 10 45 27 9 43 27 8 40 24 6
0.196 4 1 0.985 0.103 0.777 0.283 -0.129 -1.410 0.824 0.502 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 43 26 77 38 23 76 36 21 71 36 20 67 36 20 67 36 19 66 35 19 66 35 19 64 35 19 64 34 18 63 34 17 62 32 17 60 31 16 57 29 16 56 29 15 56 28 11 56 27 11 52 26 10 51 20 10 49 19 6 42 16 6
0.904 19 1 0.491 0.012 0.514 0.080 3.794 13.191 0.491 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 71 36 15 68 34 14 67 33 13 66 33 13 65 32 13 62 30 12 62 30 12 61 29 11 60 28 11 58 28 11 55 28 11 54 27 10 53 27 10 53 26 9 53 26 9 52 24 9 51 23 8 51 23 8 49 22 6 47 21 6 40 20 5
0.542 11 1 0.638 0.053 0.669 0.188 1.260 1.419 0.638 0.015 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 44 24 71 43 23 71 33 19 71 33 19 70 33 17 70 33 17 66 32 15 64 31 15 63 31 14 63 31 14 59 30 14 57 29 14 55 29 14 52 29 13 51 28 13 48 28 12 47 27 12 45 24 12 44 24 12 43 24 11 41 22 8
0.818 17 1 1.108 0.029 1.047 0.175 -2.134 3.195 1.108 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 56 27 85 52 26 78 51 23 77 50 20 77 50 19 74 49 18 73 47 18 71 47 17 70 43 17 69 42 17 69 41 16 69 41 15 68 39 14 67 37 14 66 35 14 66 32 13 61 30 13 60 28 11 60 28 11 54 28 10 53 28 7
0.231 5 1 0.324 0.130 0.577 0.274 0.801 -0.412 0.534 0.420 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 71 43 28 65 40 18 65 37 15 63 36 15 62 35 13 58 31 13 58 28 13 54 28 12 54 25 12 54 25 12 53 24 11 51 23 11 47 22 11 46 22 10 46 21 10 46 21 9 44 20 8 43 19 8 41 18 7 38 17 5 34 11 5
0.524 11 1 0.725 0.044 0.768 0.185 0.361 1.983 0.725 0.079 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 52 24 72 43 22 71 43 21 68 42 18 67 39 17 67 39 17 65 38 16 65 37 16 62 35 15 62 35 15 61 35 15 58 34 15 57 33 14 56 33 13 54 33 13 54 32 12 53 32 12 52 31 10 50 31 9 50 25 9 48 24 8
0.672 14 1 0.993 0.062 0.840 0.229 -1.014 -0.656 0.993 0.319 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 95 59 28 87 51 24 85 51 23 85 50 21 77 46 20 75 46 19 74 45 17 69 43 16 68 42 16 67 40 15 67 38 15 65 36 15 64 36 14 64 35 14 63 35 14 62 34 12 62 34 12 56 33 11 52 32 11 52 27 11 51 24 9
0.639 13 1 0.390 0.145 0.546 0.282 1.383 0.193 0.390 0.098 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 64 33 15 61 32 14 60 31 13 60 31 13 55 29 12 55 26 11 54 25 11 52 25 11 51 24 11 48 24 10 44 24 10 44 24 9 44 23 9 43 23 9 43 21 9 42 21 8 42 20 6 42 19 5 41 18 5 37 17 4 37 14 4
0.851 18 1 0.984 0.004 1.008 0.066 2.834 6.699 0.984 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 54 36 78 49 31 75 48 30 72 46 28 72 45 24 71 45 22 68 45 19 68 42 18 67 42 17 67 42 17 65 41 17 63 41 17 61 39 16 60 38 16 60 38 15 60 37 14 59 36 14 58 35 12 57 33 12 55 32 11 45 31 10
0.421 9 1 0.823 0.079 0.756 0.244 -0.666 -0.476 0.823 0.301 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 46 25 74 43 25 72 43 24 70 42 22 70 39 21 68 39 21 67 38 17 66 37 17 64 36 16 64 35 15 64 35 14 63 35 13 63 35 13 63 34 13 62 33 12 61 32 12 58 31 11 55 28 10 54 25 10 51 22 7 50 18 3
0.014 0 0 0.663 0.111 0.802 0.299 -0.376 -1.081 0.857 0.499 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 87 49 27 81 46 20 73 44 18 69 43 17 65 43 17 64 41 15 63 41 14 62 36 14 62 34 14 60 34 13 60 33 11 59 32 11 58 32 11 57 32 10 55 29 10 54 28 9 50 27 7 47 26 7 46 24 5 44 23 5 41 11 4
0.685 14 1 0.284 0.153 0.428 0.256 1.731 1.744 0.284 0.224 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 66 24 12 55 24 11 52 22 10 50 22 9 50 21 9 46 20 9 46 20 7 45 18 7 43 18 6 43 18 6 42 18 6 42 17 5 41 16 5 41 16 4 40 14 4 40 13 4 39 13 4 36 13 4 36 12 4 32 12 3 32 12 2
0.775 16 1 0.772 0.029 0.737 0.147 -1.532 3.994 0.772 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 45 23 78 43 23 72 42 22 72 37 19 70 36 18 69 36 16 68 36 15 68 35 15 68 34 14 65 32 14 63 30 14 62 30 14 62 30 14 62 29 13 60 29 12 56 29 11 55 28 11 54 28 10 53 27 10 51 26 10 42 21 6
0.177 4 1 0.623 0.077 0.639 0.223 0.327 -0.255 0.623 0.264 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 44 24 66 41 21 65 40 19 65 37 19 62 36 18 61 36 17 61 33 17 60 33 17 59 31 15 59 31 14 58 30 13 57 30 13 55 30 12 51 29 12 51 26 12 49 24 11 48 24 11 47 23 10 46 22 8 44 22 7 43 22 6
0.734 15 1 0.800 0.027 0.795 0.147 -0.435 2.644 0.800 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 52 26 76 44 24 74 43 21 72 41 20 71 40 19 71 39 18 67 37 18 66 37 17 65 37 17 61 36 17 59 35 16 59 35 15 59 35 15 57 34 15 57 32 14 57 31 13 54 31 13 54 28 13 47 25 12 46 25 12 45 20 11
0.393 8 1 0.943 0.092 0.763 0.265 -0.466 -1.328 0.943 0.427 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 56 25 70 54 25 70 49 23 67 44 22 67 43 21 66 43 21 66 40 20 63 39 20 62 38 17 62 38 17 61 36 17 61 36 17 59 34 15 58 33 13 57 33 11 56 33 11 53 32 10 48 29 10 46 28 10 46 27 6 38 16 5
0.021 0 0 1.191 0.099 0.716 0.267 0.300 -0.839 0.655 0.273 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 89 54 23 74 48 22 73 47 22 71 43 20 67 40 20 66 39 17 66 39 17 66 34 17 66 33 16 60 32 15 60 30 15 60 29 14 60 29 14 60 27 13 59 27 13 55 26 11 54 25 10 52 25 9 47 21 7 43 18 6 39 17 5
0.987 21 1 0.382 0.000 0.382 0.000 0.000 -3.000 0.382 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 61 34 16 60 33 12 58 32 12 56 29 12 56 26 12 55 26 12 55 24 12 54 24 12 53 24 11 52 23 11 52 23 11 52 23 10 51 22 10 46 22 9 46 22 8 46 19 8 46 19 6 45 19 6 44 19 6 44 18 3 32 16 3
0.367 8 1 0.581 0.081 0.755 0.247 0.266 -1.197 0.585 0.383 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 47 26 68 45 19 64 41 19 64 41 19 62 40 18 60 40 18 60 38 18 58 37 17 58 35 16 57 34 16 57 34 16 56 33 14 55 32 14 55 30 13 55 27 12 53 26 11 52 25 11 52 24 10 49 24 10 48 21 10 47 21 7
0.099 2 1 0.597 0.077 0.739 0.239 0.601 -0.862 0.663 0.304 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 87 56 25 76 47 23 73 46 20 72 38 17 70 38 17 70 37 15 66 36 14 65 35 14 65 33 13 63 32 13 61 31 13 59 31 13 59 31 12 57 30 11 57 30 11 55 30 11 54 29 10 54 29 8 52 28 7 52 26 7 45 19 7
0.664 14 1 1.182 0.070 1.036 0.270 -1.782 1.762 1.182 0.115 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 57 29 75 54 29 74 52 25 73 51 24 73 50 24 71 49 21 70 47 21 68 47 20 66 47 19 66 46 18 65 45 17 65 45 16 63 44 15 62 40 15 61 39 15 61 38 14 59 35 14 58 33 13 53 32 12 53 31 9 52 23 7
0.742 16 1 0.902 0.037 0.878 0.180 -2.107 4.501 0.902 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 91 48 27 76 45 26 76 45 24 71 45 21 69 42 20 69 41 20 66 41 19 65 41 18 64 39 18 64 38 18 62 38 17 61 38 16 59 36 16 58 35 15 57 35 15 57 34 14 56 34 13 54 33 13 53 33 12 52 30 12 52 21 12
0.976 20 1 1.022 0.027 0.986 0.164 -4.249 16.050 1.022 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 58 27 79 49 25 79 49 25 79 45 23 77 44 20 72 43 20 72 41 19 71 41 18 66 40 18 64 40 17 63 40 16 63 39 16 62 39 15 61 39 15 59 37 15 59 35 14 59 34 14 59 33 12 57 32 12 55 30 10 54 27 9
0.476 10 1 0.903 0.072 0.811 0.241 -0.900 -0.417 0.903 0.046 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 46 24 78 45 23 74 45 21 71 44 21 68 39 20 67 38 20 67 38 19 67 37 19 65 34 18 65 34 16 64 32 15 63 29 13 62 29 12 61 28 12 60 28 12 57 27 12 56 27 11 56 26 10 55 24 9 54 23 8 53 19 5
0.715 15 1 1.200 0.086 1.046 0.301 -1.607 0.919 1.200 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 89 58 26 80 47 26 77 47 25 76 47 22 76 45 22 72 45 21 71 44 19 71 42 19 71 39 19 70 39 19 68 38 19 68 38 19 66 37 16 65 36 15 65 36 15 64 35 14 64 33 13 63 33 13 60 33 12 59 31 9 57 30 9
0.228 5 1 1.073 0.104 0.766 0.282 -0.425 -1.126 0.778 0.451 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 53 28 78 51 22 77 47 21 76 45 21 75 44 21 74 41 21 72 40 21 72 40 20 67 39 19 65 38 17 65 38 17 64 37 17 62 34 15 60 34 15 59 32 14 59 32 13 53 30 12 49 29 11 49 25 10 46 20 8 42 14 5
0.705 15 1 0.341 0.105 0.466 0.221 1.590 1.241 0.341 0.151 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 56 26 15 56 26 13 56 25 12 55 24 12 53 24 11 52 24 11 51 23 11 51 22 10 51 22 10 50 22 10 49 22 9 49 21 9 48 21 8 48 20 8 46 20 7 46 18 7 46 18 5 45 16 5 43 16 5 40 15 4 38 12 4
0.759 16 1 0.514 0.056 0.582 0.180 1.630 1.834 0.514 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 66 40 20 65 39 20 64 36 20 64 34 18 64 32 18 59 31 15 58 31 15 58 30 14 58 30 14 57 30 11 57 29 11 57 28 11 57 27 11 53 27 10 53 26 10 52 26 9 51 25 9 51 24 9 45 23 8 44 23 8 43 20 6
0.399 8 1 0.324 0.136 0.536 0.270 1.443 0.965 0.468 0.265 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 81 35 19 61 34 14 58 34 14 56 31 14 56 30 13 56 30 13 55 29 12 55 25 11 54 25 10 51 25 10 50 24 10 50 23 9 50 23 9 49 23 7 48 22 7 46 21 7 44 21 6 44 18 6 44 18 6 42 17 6 42 13 5
0.502 11 1 0.678 0.062 0.703 0.210 0.947 0.496 0.678 0.056 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 45 30 72 44 20 70 41 20 68 39 18 65 38 17 65 35 17 64 35 16 64 34 16 63 34 15 60 33 15 60 32 14 58 32 13 57 31 13 57 31 13 57 30 11 56 30 10 52 29 10 51 27 10 51 26 8 46 24 7 46 22 5
0.971 20 1 0.639 0.017 0.662 0.107 4.249 16.050 0.639 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 80 42 21 70 41 19 70 41 18 65 40 17 63 38 17 62 37 17 61 35 17 59 34 16 59 34 16 55 34 16 54 33 15 53 33 15 53 30 15 53 30 14 52 30 14 51 30 11 49 28 9 48 28 9 47 27 8 41 26 7 36 19 7
0.564 12 1 0.811 0.031 0.787 0.157 0.316 1.398 0.811 0.056 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 77 49 23 73 46 21 72 45 21 71 44 21 71 44 20 70 43 18 69 42 17 68 40 16 67 39 16 63 38 15 62 38 14 62 36 14 62 36 13 61 36 13 61 35 12 61 31 12 60 31 11 59 31 11 59 30 10 57 30 8 56 29 8
0.198 4 1 0.464 0.103 0.721 0.273 -0.086 -1.355 0.840 0.445 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 73 56 31 73 45 24 68 43 21 67 39 20 66 38 18 63 37 17 61 37 17 61 36 15 61 35 14 58 34 14 58 30 13 57 28 13 57 28 12 56 27 12 55 27 11 53 25 11 52 25 10 52 22 10 49 20 10 48 20 9 47 18 8
0.512 11 1 0.395 0.114 0.572 0.255 1.163 0.103 0.395 0.283 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 42 16 63 31 15 63 28 13 62 27 12 61 26 12 58 24 12 57 24 10 56 24 9 55 23 9 54 23 9 53 23 8 53 22 7 53 22 7 51 21 7 50 21 7 49 20 7 48 19 7 46 19 7 43 19 5 41 16 5 40 16 3
0.043 1 0 0.430 0.127 0.801 0.320 -0.193 -1.346 0.832 0.606 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 85 54 25 79 50 22 78 45 21 73 44 21 70 43 19 69 39 19 69 39 18 66 39 18 66 37 17 62 36 17 61 35 17 59 34 17 59 31 15 56 31 13 55 30 12 52 29 9 50 25 8 50 23 7 49 18 7 48 15 6 46 15 4
0.128 3 1 0.573 0.144 0.700 0.318 0.669 -1.155 0.573 0.499 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 55 23 71 44 20 66 42 19 65 40 19 64 35 19 62 35 17 62 33 16 61 33 13 61 32 13 56 32 12 55 32 12 54 32 12 54 31 12 54 29 11 51 26 11 50 26 10 48 23 9 47 21 9 45 17 7 37 17 7 36 16 7
0.722 15 1 0.567 0.047 0.600 0.168 2.160 5.483 0.567 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 38 18 68 37 17 65 37 17 65 34 16 63 34 15 63 33 14 62 33 14 59 32 14 56 30 14 54 30 13 52 29 13 52 29 13 51 29 12 51 27 12 47 27 10 47 26 10 46 26 10 45 24 10 44 23 9 43 22 9 41 19 7
0.292 6 1 0.646 0.096 0.719 0.263 0.638 -0.886 0.646 0.449 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 48 21 72 43 20 71 39 20 69 38 18 67 38 17 66 36 17 65 34 17 65 34 15 61 33 14 61 33 14 59 32 13 57 29 13 56 29 12 56 29 11 55 27 11 54 26 10 53 25 9 52 25 9 51 23 7 51 22 7 42 18 6
0.080 2 1 0.743 0.114 0.684 0.279 0.105 -0.885 0.712 0.398 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 84 46 28 78 39 23 72 38 22 71 37 22 68 36 19 66 35 19 64 35 17 62 33 17 60 33 15 60 32 14 60 32 14 59 30 14 59 29 14 56 27 14 54 26 13 52 25 11 49 24 10 43 19 9 41 18 8 41 18 8 32 17 4
0.809 17 1 0.527 0.040 0.569 0.151 1.560 2.579 0.527 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 41 19 72 36 17 67 36 16 67 33 16 66 32 15 65 32 14 65 32 13 64 32 12 62 31 12 60 30 12 58 30 12 57 29 12 56 29 12 56 26 11 55 25 10 55 24 10 53 23 9 51 22 7 46 22 6 46 21 4 44 18 4
0.868 18 1 1.061 0.013 1.046 0.115 -3.446 12.809 1.061 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 55 31 79 49 30 78 49 25 76 47 23 74 44 23 74 44 21 74 43 21 72 43 20 72 43 20 72 42 17 67 41 17 65 41 17 65 38 17 63 37 16 60 36 16 60 32 14 59 32 13 55 29 13 55 28 13 55 27 12 48 24 10
0.186 4 1 0.873 0.087 0.786 0.262 -0.292 -0.860 0.873 0.336 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 83 49 24 82 46 23 77 45 21 74 44 18 70 44 18 69 43 17 66 41 17 63 40 16 63 39 16 62 37 16 62 36 15 61 36 14 61 34 14 61 30 14 59 29 14 59 29 12 57 28 10 55 27 9 47 27 9 43 26 9 35 19 5
0.199 4 1 0.504 0.111 0.720 0.283 0.414 -1.297 0.635 0.555 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 78 54 23 74 41 22 72 41 22 69 40 21 68 39 18 63 38 17 62 38 16 61 37 16 60 33 15 60 30 15 59 29 13 55 27 13 53 27 12 51 27 11 50 25 11 49 25 10 46 24 9 46 23 9 44 23 8 43 21 6 42 19 6
0.681 14 1 0.302 0.186 0.481 0.299 1.353 0.057 0.302 0.195 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 62 32 17 60 25 12 56 24 12 56 23 11 50 22 10 49 21 10 48 21 9 47 20 7 45 19 7 44 19 7 44 19 7 44 19 6 44 18 6 43 18 6 42 18 5 42 18 4 41 17 4 40 17 4 39 16 4 38 15 4 34 15 3
0.701 15 1 0.511 0.055 0.589 0.180 2.107 2.911 0.511 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 72 43 19 69 42 17 66 40 17 64 39 16 64 36 14 64 35 13 63 35 13 60 34 13 59 32 12 55 32 12 52 31 11 52 29 11 50 27 11 49 27 10 49 26 10 49 26 10 48 25 9 48 21 8 48 21 6 48 19 5 42 15 4
0.675 14 1 0.919 0.023 0.844 0.140 -2.039 2.955 0.919 0.102 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 74 56 26 73 47 24 73 44 24 73 39 22 72 39 20 70 38 20 69 38 20 68 37 19 65 37 17 65 36 17 64 35 17 63 34 16 63 33 16 63 33 15 61 33 14 59 30 14 58 29 13 53 28 12 50 26 10 48 25 10 46 20 9
0.180 4 1 0.701 0.122 0.790 0.311 0.102 -1.427 0.701 0.659 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 91 48 23 83 43 22 83 37 22 79 36 21 77 35 19 74 34 18 71 33 18 68 33 18 66 32 18 65 29 18 63 28 14 63 27 13 60 27 12 59 27 11 57 26 10 56 26 10 55 25 10 51 22 8 49 22 8 43 22 7 42 18 6
0.460 10 1 0.596 0.047 0.611 0.169 0.441 0.983 0.596 0.069 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 70 49 24 69 40 19 68 40 18 67 38 18 64 36 16 64 36 16 63 36 15 62 34 13 62 33 12 62 32 11 61 32 11 61 31 11 61 31 11 55 30 11 55 29 10 53 29 9 51 26 8 49 26 8 48 26 7 48 24 7 37 21 6
0.498 10 1 1.053 0.077 0.902 0.264 -1.006 -0.645 1.053 0.432 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 92 57 26 78 50 24 75 47 23 71 45 23 71 45 22 70 43 21 67 42 21 65 42 20 65 41 19 64 41 19 64 40 18 63 40 17 62 39 17 61 38 17 60 37 16 59 36 15 57 35 15 55 33 15 54 28 15 47 26 13 40 23 9
0.190 4 1 0.851 0.069 0.654 0.213 0.050 -0.133 0.640 0.284 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 86 49 24 73 46 20 71 45 19 68 43 17 66 36 16 64 36 16 63 36 15 63 36 15 62 34 14 60 34 14 60 31 13 60 29 12 59 29 12 54 26 11 53 26 11 52 24 9 51 23 9 48 20 8 41 18 5 35 15 5 33 14 5
0.859 18 1 0.413 0.068 0.449 0.175 4.103 15.325 0.413 0.000 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 63 40 16 59 35 14 58 32 14 53 32 11 53 29 11 53 28 11 52 27 11 52 27 10 51 26 10 51 25 10 50 25 9 50 24 9 49 23 9 48 22 8 46 21 8 45 20 8 45 19 7 45 16 7 44 15 5 44 14 5 36 12 5
0.371 8 1 0.394 0.163 0.620 0.318 0.722 -1.033 0.394 0.516 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 75 47 24 73 38 18 67 36 18 62 35 16 62 33 15 61 32 15 59 29 14 59 26 14 55 25 12 54 25 10 53 24 9 52 24 9 50 22 8 50 22 8 47 21 8 46 21 8 46 20 7 44 19 7 44 18 6 43 18 5 32 17 5
0.456 10 1 1.058 0.095 0.882 0.290 -1.037 -0.429 1.058 0.235 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 82 52 22 77 47 22 72 43 21 71 42 21 70 42 20 70 40 19 69 39 18 69 39 17 68 39 17 68 38 16 66 38 16 65 36 16 63 36 14 62 35 14 61 34 14 61 32 14 58 32 13 57 32 11 53 32 11 49 32 10 48 28 8
0.003 0 0 1.071 0.109 0.771 0.291 -0.113 -0.997 0.729 0.453 0.100 0.000 0.000 -3.000 0.100 0.000 100000.000 0.000 0.000 -3.000 100000.000 0.000 79 48 22 77 46 22 75 43 20 73 43 19 70 42 18 67 42 16 66 41 16 63 39 12 62 38 12 61 37 12 60 34 12 60 33 11 59 32 11 58 32 11 54 30 11 53 29 10 48 28 10 48 25 10 47 23 9 44 19 9 44 16 9
